# ID,farmer_ID,area,CRP_eligible,slope,soil_loss_coef
196,559,13.19278563,1,0,50
197,82,10.41304203,1,0,50
198,82,56.26362305,1,0,50
199,531,21.20166173,0,0,50
200,82,100.5386623,1,0,50
201,531,81.29631841,0,0,50
202,82,58.94959964,1,0,50
203,98,8.557893941,1,0,50
204,98,16.96268734,1,0,50
205,554,4.774595028,0,0,50
206,531,26.44531891,0,0,50
207,559,23.43608285,1,0,50
208,82,59.19644977,1,0,50
209,531,23.60634878,0,0,50
210,531,10.05116287,0,0,50
211,559,29.00211128,0,0,50
212,559,12.83044425,0,0,50
213,98,8.958672901,1,0,50
214,531,20.59462175,0,0,50
215,531,37.29929658,0,0,50
216,559,49.44135589,1,0,50
217,98,29.76970506,1,0,50
218,531,24.02786741,0,0,50
219,82,21.18438716,1,0,50
220,554,27.72465706,0,0,50
221,82,29.41178548,1,0,50
222,82,14.62749155,1,0,50
223,98,14.83459512,1,0,50
224,98,43.99474869,1,0,50
225,531,10.25582373,0,0,50
226,53,24.95986621,1,0,50
227,98,49.89711558,1,0,50
228,82,58.56386402,1,0,50
229,559,30.28043166,0,0,50
230,53,19.89656585,1,0,50
231,531,46.5480104,0,0,50
232,82,6.846792268,1,0,50
233,98,239.70415,1,0,50
234,559,9.542712622,1,0,50
235,98,16.87951081,1,0,50
236,554,38.95596854,0,0,50
237,531,32.24409329,0,0,50
238,531,22.92485594,0,0,50
239,531,153.0419782,0,0,50
240,531,74.97055272,0,0,50
241,531,10.20823577,0,0,50
242,531,46.83287012,0,0,50
243,531,9.179437271,0,0,50
244,531,160.0804681,0,0,50
245,531,19.38892759,0,0,50
246,559,162.4384694,0,0,50
247,559,18.51069567,1,0,50
248,559,31.33852476,1,0,50
249,53,40.69471964,1,0,50
250,82,116.3351365,1,0,50
251,53,18.02405776,1,0,50
252,98,36.36442246,1,0,50
253,98,83.90419593,0,0,50
254,559,15.5296147,0,0,50
255,53,6.046438717,1,0,50
256,53,28.58043171,1,0,50
257,559,37.14385876,0,0,50
258,98,17.582635,1,0,50
259,53,11.10537563,1,0,50
260,559,7.77508791,0,0,50
261,98,11.35563525,1,0,50
262,501,12.25954638,0,0,50
263,531,55.95417807,0,0,50
264,531,19.60307203,0,0,50
265,531,27.70068983,0,0,50
266,531,19.45101034,0,0,50
267,559,16.44139086,0,0,50
268,559,10.18537388,1,0,50
269,531,11.44599359,0,0,50
270,531,36.27868877,0,0,50
271,82,30.74036432,1,0,50
272,559,9.383756914,0,0,50
273,53,19.75763392,1,0,50
274,53,34.94456691,1,0,50
275,82,8.378674545,1,0,50
276,531,21.28979487,0,0,50
277,531,90.52695883,0,0,50
278,531,13.28164062,0,0,50
279,24,5.198572938,0,0,50
280,531,143.1522252,0,0,50
281,772,11.85484565,0,0,50
282,559,29.89121399,1,0,50
283,531,18.54491332,0,0,50
284,772,17.7790417,0,0,50
285,53,70.74198922,1,0,50
286,24,18.36534083,0,0,50
287,531,36.7687586,0,0,50
288,501,15.6018452,0,0,50
289,531,114.4422207,0,0,50
290,98,177.6843444,0,0,50
291,24,3.754399029,0,0,50
292,772,31.92538821,0,0,50
293,53,46.06743581,1,0,50
294,772,10.84768948,0,0,50
295,53,16.22012555,1,0,50
296,531,31.5019908,0,0,50
297,53,30.80415318,1,0,50
298,53,15.89609097,1,0,50
299,501,8.56360335,0,0,50
300,531,26.21243572,0,0,50
301,531,28.80486872,0,0,50
302,531,80.93096708,0,0,50
303,53,31.0874238,1,0,50
304,24,27.78707847,0,0,50
305,24,29.74987944,0,0,50
306,53,5.615265929,0,0,50
307,531,35.18358877,0,0,50
308,53,83.80651191,1,0,50
309,501,5.553665951,0,0,50
310,531,38.25997363,0,0,50
311,772,11.4341951,0,0,50
312,24,85.5663597,0,0,50
313,531,24.73079326,0,0,50
314,280,9.247441395,0,0,50
315,772,28.20746094,0,0,50
316,53,43.06121741,1,0,50
317,53,30.98528348,1,0,50
318,53,110.3912009,1,0,50
319,53,17.10250716,1,0,50
320,24,26.97220571,1,0,50
321,772,90.69718516,0,0,50
322,53,16.60748996,1,0,50
323,24,27.11266668,0,0,50
324,24,15.2800259,1,0,50
325,531,133.897147,0,0,50
326,772,69.87257047,0,0,50
327,501,5.803909188,0,0,50
328,531,38.12056159,0,0,50
329,53,38.55578927,1,0,50
330,280,13.72045238,0,0,50
331,531,68.41336024,0,0,50
332,531,55.62320067,0,0,50
333,501,6.480982697,0,0,50
334,501,6.559353616,0,0,50
335,772,15.06113263,0,0,50
336,53,15.22475831,1,0,50
337,531,59.77089261,0,0,50
338,53,37.89450972,0,0,50
339,53,10.12503619,1,0,50
340,53,18.6842135,1,0,50
341,531,68.7352293,0,0,50
342,24,13.57530587,1,0,50
343,531,13.46644438,0,0,50
344,53,122.776895,1,0,50
345,53,98.28936372,1,0,50
346,531,72.91978137,0,0,50
347,53,10.86211626,0,0,50
348,53,18.54020318,0,0,50
349,53,12.62726079,1,0,50
350,53,202.5664374,0,0,50
351,53,5.722070339,1,0,50
352,53,9.536056718,1,0,50
353,53,58.03292963,0,0,50
354,53,16.18891494,1,0,50
355,53,11.21056861,1,0,50
356,24,21.76716137,1,0,50
357,772,82.57543835,0,0,50
358,53,12.92426297,1,0,50
359,531,45.47007243,0,0,50
360,531,33.71847387,0,0,50
361,53,19.31265938,0,0,50
362,53,24.31022514,1,0,50
363,531,20.08226585,0,0,50
364,53,8.970013691,1,0,50
365,531,63.79375525,0,0,50
366,531,32.41815737,0,0,50
367,53,14.52485477,1,0,50
368,53,14.9051009,0,0,50
369,233,81.23089731,0,0,50
370,53,17.03069899,0,0,50
371,557,24.56533146,0,0,50
372,568,20.63805611,0,0,50
373,531,31.80710139,0,0,50
374,53,32.56625861,0,0,50
375,53,9.807251036,1,0,50
376,53,38.99110779,1,0,50
377,568,57.78292988,0,0,50
378,53,16.1451078,1,0,50
379,53,17.79879806,1,0,50
380,53,14.68631849,1,0,50
381,531,24.05636205,0,0,50
382,531,80.60359211,0,0,50
383,772,13.51817954,0,0,50
384,531,12.17346185,0,0,50
385,531,27.11585685,0,0,50
386,772,13.75645653,0,0,50
387,53,30.93502374,1,0,50
388,531,22.82048423,0,0,50
389,233,16.97539019,0,0,50
390,772,20.25597498,0,0,50
391,53,15.69929562,1,0,50
392,568,5.71842279,0,0,50
393,531,8.365013966,0,0,50
394,501,27.44511114,0,0,50
395,53,18.09128021,1,0,50
396,557,6.112922982,1,0,50
397,53,21.5170125,0,0,50
398,772,22.88618941,0,0,50
399,53,10.1571252,0,0,50
400,53,56.21166843,1,0,50
401,233,14.66778092,0,0,50
402,772,35.32725568,0,0,50
403,772,22.18189649,0,0,50
404,53,8.609728694,0,0,50
405,233,19.62647471,0,0,50
406,568,27.75584307,0,0,50
407,568,12.61882065,0,0,50
408,53,8.373079195,0,0,50
409,53,53.9978835,1,0,50
410,53,40.65240623,1,0,50
411,53,13.81639552,1,0,50
412,557,16.6070489,1,0,50
413,53,17.10249121,1,0,50
414,53,66.78595511,1,0,50
415,53,36.95892278,1,0,50
416,568,35.39955514,0,0,50
417,53,30.0687908,1,0,50
418,18,20.92446264,1,0,50
419,18,36.15027607,1,0,50
420,772,15.8569338,0,0,50
421,18,170.812957,0,0,50
422,53,13.5530008,1,0,50
423,557,25.04779424,1,0,50
424,233,51.15143815,0,0,50
425,233,39.24212112,0,0,50
426,500,38.28440337,0,0,50
427,531,74.48515307,0,0,50
428,53,13.3918132,1,0,50
429,568,50.35747464,0,0,50
430,53,105.9126699,0,0,50
431,53,87.399707,0,0,50
432,557,31.32517776,1,0,50
433,557,24.91445171,1,0,50
434,53,65.92818543,0,0,50
435,53,42.01930184,1,0,50
436,53,81.28760281,0,0,50
437,233,42.68735852,0,0,50
438,18,19.99631306,0,0,50
439,18,21.20520974,0,0,50
440,18,46.22400043,1,0,50
441,53,103.8202057,1,0,50
442,233,116.7003169,0,0,50
443,531,61.23175055,0,0,50
444,18,25.35276112,1,0,50
445,500,10.82128897,0,0,50
446,568,60.89876154,0,0,50
447,500,20.7272715,0,0,50
448,531,85.73052051,0,0,50
449,531,88.57400804,0,0,50
450,568,40.58294605,0,0,50
451,500,45.65615411,0,0,50
452,18,12.7753812,1,0,50
453,18,21.005929,1,0,50
454,537,107.5008025,0,0,50
455,500,16.84775963,1,0,50
456,53,27.94652559,1,0,50
457,531,6.357034814,0,0,50
458,500,22.26039489,0,0,50
459,53,8.699322845,1,0,50
460,531,34.4580449,0,0,50
461,568,14.64368416,0,0,50
462,53,15.66956902,0,0,50
463,53,29.38912088,1,0,50
464,557,40.27262811,1,0,50
465,500,5.076203982,1,0,50
466,557,194.7446647,1,0,50
467,500,23.58972939,0,0,50
468,557,36.67324758,1,0,50
469,568,14.89659783,0,0,50
470,53,45.88508713,1,0,50
471,53,31.80969576,1,0,50
472,18,13.17053526,1,0,50
473,18,19.9490264,0,0,50
474,18,29.80022256,1,0,50
475,18,133.0911097,1,0,50
476,557,6.794344362,1,0,50
477,18,33.24887586,1,0,50
478,53,239.3310326,1,0,50
479,557,12.05237583,1,0,50
480,568,52.43953827,0,0,50
481,547,155.3261187,0,0,50
482,18,11.97623327,1,0,50
483,547,16.19149065,0,0,50
484,547,86.89513239,0,0,50
485,547,35.34061858,0,0,50
486,18,20.28520063,1,0,50
487,53,145.8289737,1,0,50
488,557,15.5461978,1,0,50
489,547,10.50494975,0,0,50
490,537,64.13504397,0,0,50
491,53,14.09664875,1,0,50
492,547,7.992643548,0,0,50
493,53,8.849202547,1,0,50
494,18,36.31020917,1,0,50
495,547,20.01697075,0,0,50
496,53,13.41406053,1,0,50
497,537,9.662091644,0,0,50
498,18,13.45402421,1,0,50
499,557,20.66522788,1,0,50
500,537,64.4743392,0,0,50
501,500,45.82322573,0,0,50
502,53,25.9966144,1,0,50
503,547,50.68419254,0,0,50
504,500,32.38462732,0,0,50
505,557,17.74781306,1,0,50
506,547,9.557330164,0,0,50
507,547,16.12354237,0,0,50
508,537,39.91205517,0,0,50
509,547,9.192451583,0,0,50
510,537,71.94017414,0,0,50
511,500,14.19119908,0,0,50
512,439,236.4696565,0,0,50
513,18,55.63772594,1,0,50
514,547,86.49820306,0,0,50
515,18,8.960695866,1,0,50
516,547,14.60052173,0,0,50
517,233,98.90310163,0,0,50
518,500,164.4043424,0,0,50
519,547,19.23509374,0,0,50
520,500,34.49459629,0,0,50
521,537,35.94692813,0,0,50
522,500,9.11615543,1,0,50
523,53,53.13234806,1,0,50
524,53,21.55313098,1,0,50
525,557,18.4034881,1,0,50
526,537,6.445705422,0,0,50
527,53,27.85178566,1,0,50
528,537,53.64935783,0,0,50
529,537,33.2530138,0,0,50
530,439,13.13453533,0,0,50
531,500,0.090002397,0,0,50
532,537,19.57970965,0,0,50
533,500,4.510972776,1,0,50
534,537,41.85507823,0,0,50
535,547,16.58780263,0,0,50
536,500,8.073223459,1,0,50
537,18,9.674354364,1,0,50
538,547,8.128109552,0,0,50
539,18,204.1187151,1,0,50
540,53,69.27514521,1,0,50
541,547,50.07970499,0,0,50
542,547,28.62008236,0,0,50
543,500,16.83444358,1,0,50
544,537,8.896780771,0,0,50
545,500,28.61782375,0,0,50
546,547,142.6528506,0,0,50
547,500,8.846647412,0,0,50
548,500,9.427443991,0,0,50
549,547,129.7112065,0,0,50
550,557,6.284424735,1,0,50
551,500,21.84797051,1,0,50
552,717,8.751614043,1,0,50
553,547,64.17120353,0,0,50
554,537,6.037347576,0,0,50
555,717,18.49347035,1,0,50
556,500,21.13302573,1,0,50
557,500,29.22900337,1,0,50
558,557,61.68442498,1,0,50
559,14,53.73943377,0,0,50
560,53,28.75957994,1,0,50
561,557,167.3453288,1,0,50
562,547,47.93271472,0,0,50
563,500,17.47492405,0,0,50
564,500,10.49266552,1,0,50
565,53,31.57685119,1,0,50
566,557,86.97712734,1,0,50
567,894,13.28567757,0,0,50
568,547,7.696647751,0,0,50
569,894,23.28912596,0,0,50
570,53,28.06051334,1,0,50
571,557,9.456321995,1,0,50
572,500,27.93073635,0,0,50
573,53,20.06695222,1,0,50
574,989,16.42121378,0,0,50
575,53,21.55780996,1,0,50
576,14,14.97804215,0,0,50
577,537,6.133125887,0,0,50
578,547,31.03913904,0,0,50
579,717,32.15794828,1,0,50
580,18,113.5532426,1,0,50
581,547,26.28388943,0,0,50
582,717,34.92493205,1,0,50
583,557,25.00842872,1,0,50
584,894,10.6389121,0,0,50
585,717,27.4731855,1,0,50
586,547,63.40852951,0,0,50
587,18,115.2001403,1,0,50
588,547,76.84183155,0,0,50
589,500,55.2884697,1,0,50
590,547,44.12378088,0,0,50
591,500,19.13234293,1,0,50
592,500,46.09434344,1,0,50
593,557,16.04871349,1,0,50
594,500,31.77883546,1,0,50
595,500,26.81215042,0,0,50
596,500,25.86523285,1,0,50
597,557,17.5265927,1,0,50
598,377,103.9351113,0,0,50
599,500,17.34507982,1,0,50
600,557,41.65203113,1,0,50
601,14,63.83419595,0,0,50
602,500,16.29814773,1,0,50
603,233,113.1750386,1,0,50
604,439,47.08052607,1,0,50
605,557,52.44597389,1,0,50
606,500,26.12497255,1,0,50
607,557,17.48766315,1,0,50
608,500,68.3676073,1,0,50
609,500,32.79502676,1,0,50
610,894,9.699598093,1,0,50
611,14,17.17179962,0,0,50
612,500,108.8331809,0,0,50
613,439,157.0049122,1,0,50
614,53,32.35167703,1,0,50
615,439,18.10927751,1,0,50
616,500,30.59599884,1,0,50
617,500,11.91922029,1,0,50
618,53,48.67588577,1,0,50
619,557,25.10123291,1,0,50
620,894,5.775676176,0,0,50
621,53,27.83691352,1,0,50
622,53,61.15558738,1,0,50
623,894,66.85147679,0,0,50
624,537,42.26017169,0,0,50
625,500,23.35129711,1,0,50
626,53,15.45505228,1,0,50
627,537,64.378356,0,0,50
628,500,13.37802267,1,0,50
629,53,29.18932696,1,0,50
630,53,111.3461961,1,0,50
631,557,50.63402596,1,0,50
632,557,28.6135759,1,0,50
633,377,31.45477909,0,0,50
634,439,7.142243066,1,0,50
635,717,50.56743377,1,0,50
636,500,32.93113897,1,0,50
637,547,61.89175768,0,0,50
638,14,31.35519349,0,0,50
639,547,70.0565786,0,0,50
640,500,36.17185907,1,0,50
641,14,33.37216398,0,0,50
642,439,24.73461227,0,0,50
643,14,33.24215026,0,0,50
644,439,7.403837818,1,0,50
645,500,7.710083435,1,0,50
646,557,80.36411813,1,0,50
647,14,84.16173043,0,0,50
648,14,13.01215595,0,0,50
649,500,34.5807565,1,0,50
650,500,41.98389801,1,0,50
651,338,19.10291486,1,0,50
652,557,16.03723053,1,0,50
653,894,27.84103068,0,0,50
654,14,12.33275075,0,0,50
655,557,78.5111309,1,0,50
656,14,200.8090806,0,0,50
657,439,24.6779065,1,0,50
658,14,19.74336085,0,0,50
659,53,103.3503872,1,0,50
660,439,18.09808885,1,0,50
661,439,26.29040662,1,0,50
662,439,15.30139911,1,0,50
663,439,27.18152107,1,0,50
664,14,85.11810268,0,0,50
665,14,38.57587094,0,0,50
666,14,10.79730705,0,0,50
667,53,15.86500546,1,0,50
668,53,33.01914304,1,0,50
669,439,55.01423708,1,0,50
670,894,35.5245082,0,0,50
671,53,67.16485106,1,0,50
672,894,55.72997697,0,0,50
673,894,20.72810877,0,0,50
674,14,15.01135289,0,0,50
675,53,16.44997972,1,0,50
676,53,33.97598506,1,0,50
677,377,30.51131792,0,0,50
678,894,30.76390182,0,0,50
679,377,28.08708947,0,0,50
680,289,9.047676951,1,0,50
681,53,54.05549847,1,0,50
682,557,22.91742321,1,0,50
683,439,33.3247212,0,0,50
684,289,169.2855007,1,0,50
685,14,35.31013657,0,0,50
686,289,33.37364353,1,0,50
687,500,14.05311629,1,0,50
688,14,37.17877286,0,0,50
689,439,13.24196865,1,0,50
690,500,54.4691206,1,0,50
691,14,31.61000123,0,0,50
692,439,9.669958768,0,0,50
693,500,36.60004786,1,0,50
694,500,14.18360638,1,0,50
695,500,23.00589202,1,0,50
696,557,25.86289839,1,0,50
697,894,9.101421398,0,0,50
698,894,18.75390264,0,0,50
699,37,32.25925347,1,0,50
700,500,18.96052457,1,0,50
701,894,19.94888559,0,0,50
702,500,69.68756013,1,0,50
703,439,87.14869889,1,0,50
704,53,13.2604839,1,0,50
705,894,26.40322791,0,0,50
706,439,5.958276454,1,0,50
707,557,47.61540821,1,0,50
708,14,135.5694092,0,0,50
709,377,8.602933059,0,0,50
710,439,9.876035519,1,0,50
711,894,15.11898722,0,0,50
712,37,72.35471513,1,0,50
713,894,14.45555206,0,0,50
714,557,12.67955405,1,0,50
715,439,45.99809706,1,0,50
716,500,19.98498311,1,0,50
717,894,10.47103115,1,0,50
718,377,88.05711789,0,0,50
719,894,30.77046799,0,0,50
720,14,68.94313843,0,0,50
721,14,5.192788804,0,0,50
722,439,48.49370033,1,0,50
723,53,29.3215868,1,0,50
724,53,47.06867657,1,0,50
725,894,28.94141382,0,0,50
726,894,32.44373622,0,0,50
727,439,27.03916397,1,0,50
728,53,49.69598607,1,0,50
729,500,46.4410954,1,0,50
730,53,17.46924046,1,0,50
731,894,20.42975054,0,0,50
732,439,31.90907195,0,0,50
733,894,11.3613381,0,0,50
734,439,57.57407416,0,0,50
735,377,7.911180959,0,0,50
736,289,32.01888854,1,0,50
737,53,50.79297522,1,0,50
738,894,54.03494488,0,0,50
739,377,30.66681297,0,0,50
740,289,32.09072643,1,0,50
741,14,43.20678714,0,0,50
742,14,30.15330046,0,0,50
743,14,35.91784037,0,0,50
744,439,13.56308333,1,0,50
745,14,29.08240441,0,0,50
746,37,35.41477854,0,0,50
747,14,66.43765452,0,0,50
748,11,8.888972107,0,0,50
749,14,25.32650186,0,0,50
750,14,32.55763299,0,0,50
751,439,31.06787928,0,0,50
752,557,40.48816896,1,0,50
753,289,15.54237789,0,0,50
754,557,24.73488851,1,0,50
755,14,39.55488739,0,0,50
756,14,50.87521556,0,0,50
757,37,20.22504872,1,0,50
758,439,39.16061638,1,0,50
759,894,48.38319526,0,0,50
760,439,44.99378484,1,0,50
761,37,37.89482824,1,0,50
762,14,10.58441905,0,0,50
763,439,5.719324992,0,0,50
764,37,107.371615,1,0,50
765,557,66.39224456,1,0,50
766,894,31.69811362,0,0,50
767,500,35.20097412,0,0,50
768,500,36.56703773,0,0,50
769,557,10.77610716,1,0,50
770,894,33.96875355,0,0,50
771,37,15.67048349,0,0,50
772,894,32.35036175,0,0,50
773,439,30.33228114,0,0,50
774,439,34.41272937,0,0,50
775,894,33.08605363,0,0,50
776,14,19.79008961,0,0,50
777,53,59.74503873,0,0,50
778,894,41.99702921,0,0,50
779,14,15.10308326,0,0,50
780,894,33.97554796,0,0,50
781,289,50.47694936,0,0,50
782,377,32.3218743,0,0,50
783,37,13.62615961,0,0,50
784,289,64.13501809,0,0,50
785,894,65.57293152,0,0,50
786,289,38.68109902,0,0,50
787,289,49.29267751,0,0,50
788,338,9.050011204,1,0,50
789,14,10.25093231,0,0,50
790,14,26.67006242,0,0,50
791,894,51.15718207,0,0,50
792,14,43.46540659,0,0,50
793,557,8.989591702,0,0,50
794,289,74.76273816,0,0,50
795,338,206.2775759,1,0,50
796,894,37.04416173,0,0,50
797,289,131.8544237,0,0,50
798,894,12.4313555,0,0,50
799,338,18.88200208,1,0,50
800,718,25.89879633,0,0,50
801,439,20.50815503,0,0,50
802,439,71.70289321,0,0,50
803,37,28.01355982,0,0,50
804,500,35.38617931,0,0,50
805,557,11.39249808,0,0,50
806,11,99.17877192,0,0,50
807,557,9.241195208,0,0,50
808,894,30.26197538,0,0,50
809,14,17.400804,0,0,50
810,14,18.70417823,0,0,50
811,14,64.8298487,0,0,50
812,37,31.55967728,0,0,50
813,289,35.00048863,0,0,50
814,894,30.39924132,0,0,50
815,11,16.81713314,0,0,50
816,439,18.05426377,0,0,50
817,289,20.43608955,0,0,50
818,289,10.32503134,0,0,50
819,439,36.64749183,0,0,50
820,289,16.09219369,0,0,50
821,14,38.99774284,0,0,50
822,557,56.63948667,1,0,50
823,14,13.39933417,0,0,50
824,377,44.61008425,0,0,50
825,439,29.52865725,0,0,50
826,718,9.087590007,0,0,50
827,11,41.1645371,0,0,50
828,439,30.65264177,0,0,50
829,377,33.88579642,0,0,50
830,557,242.7962116,1,0,50
831,14,45.08155614,0,0,50
832,377,21.38368797,0,0,50
833,37,19.65046277,0,0,50
834,557,37.24662059,0,0,50
835,377,82.01932341,0,0,50
836,439,95.31739308,0,0,50
837,557,20.49155436,0,0,50
838,11,14.76963015,0,0,50
839,439,34.75698997,0,0,50
840,557,8.958513849,1,0,50
841,14,14.44550727,0,0,50
842,37,27.72725412,0,0,50
843,37,29.68965251,0,0,50
844,11,50.96428441,0,0,50
845,439,23.02232359,0,0,50
846,557,68.27970593,0,0,50
847,894,16.64237168,0,0,50
848,14,28.65566866,0,0,50
849,289,37.17834729,0,0,50
850,894,14.6058908,0,0,50
851,439,102.7106468,0,0,50
852,439,10.54327271,0,0,50
853,439,13.83374805,0,0,50
854,289,29.85447543,0,0,50
855,894,65.31342552,0,0,50
856,439,16.31388576,0,0,50
857,289,24.99479697,0,0,50
858,894,17.52603763,0,0,50
859,289,35.89245643,0,0,50
860,289,30.98974648,0,0,50
861,439,31.98391267,0,0,50
862,37,7.289750688,0,0,50
863,894,50.75417771,0,0,50
864,14,11.27885464,0,0,50
865,377,6.826050097,0,0,50
866,37,21.97713737,0,0,50
867,718,33.78197796,0,0,50
868,37,13.79947532,0,0,50
869,718,17.82997383,0,0,50
870,11,28.06732854,0,0,50
